"Year","Quarter","ID","Nowcast","Q1_aheadfc","Q2_aheadfc","Q3_aheadfc","Q4_aheadfc","dateQ","Date_number"
1990,4,410,"7.07","6.98","7.04","7.36","7.36","1990Q4",38
1990,4,411,"7.08","6.75","6.38","6.29","6.33","1990Q4",38
1990,4,412,"7.1","6.9","6.6","6.6","6.9","1990Q4",38
1990,4,413,"7.26","7.08","6.98","6.83","6.78","1990Q4",38
1990,4,414,"7","6.5","5.9","6","6.2","1990Q4",38
1990,4,415,"7.05","6.8","6.5","6.35","6.25","1990Q4",38
1990,4,416,"7","6.5","6.5","6.75","7","1990Q4",38
1990,4,417,"7.38","7.41","7.6","7.64","7.77","1990Q4",38
1990,4,418,"7","6.8","6.6","6.5","6.2","1990Q4",38
1990,4,419,"7.02","6.72","6.5","6.56","6.75","1990Q4",38
1990,4,420,"7.1","6.65","6.35","6.15","6.2","1990Q4",38
1990,4,421,"7.12","7","6.95","6.9","6.85","1990Q4",38
1990,4,422,"7.1","6.8","6.9","6.8","6.9","1990Q4",38
1990,4,423,"7.41","7.43","7.44","7.45","7.46","1990Q4",38
1990,4,424,"7","6.75","6.5","6.5","6.75","1990Q4",38
1990,4,425,"7.1","6.8","6.4","6.3","6.5","1990Q4",38
1991,1,35,"6.7","6.4","6.1","6.4","6.6","1991Q1",39
1991,1,40,"6.39","6.39","6.35","6.34","6.84","1991Q1",39
1991,1,60,"6.4","6.3","6.3","6.3","6.3","1991Q1",39
1991,1,62,"6.4","6","5.75","6","6.25","1991Q1",39
1991,1,65,"6.09","5.32","5.25","5.5","5.9","1991Q1",39
1991,1,84,"5.9","5.7","5.9","6.2","#N/A","1991Q1",39
1991,1,94,"5.6","5.1","5.3","5.6","5.9","1991Q1",39
1991,1,99,"6.1","6.2","6.4","6.4","6.4","1991Q1",39
1991,1,404,"6.11","5.62","5.81","6.02","6.09","1991Q1",39
1991,1,405,"6.1","5.5","5.3","5.4","5.5","1991Q1",39
1991,1,407,"6.1","5.8","5.5","5.6","5.8","1991Q1",39
1991,1,408,"6","5.8","5.9","6.2","#N/A","1991Q1",39
1991,1,411,"6.01","5.73","5.63","5.66","5.74","1991Q1",39
1991,1,412,"5.9","5.4","5.2","5.4","5.6","1991Q1",39
1991,1,413,"5.9","5.78","5.68","5.81","5.93","1991Q1",39
1991,1,414,"6","5.9","6","6.2","6.4","1991Q1",39
1991,1,415,"6.15","5.9","5.75","5.5","5.4","1991Q1",39
1991,1,416,"6.2","6","5.9","6.5","6.8","1991Q1",39
1991,1,418,"6.3","6.1","5.9","6.1","6.3","1991Q1",39
1991,1,419,"6","5.9","6.1","6.25","6.137","1991Q1",39
1991,1,421,"6","5.65","5.6","5.8","6.2","1991Q1",39
1991,1,422,"6","5","4.4","4.8","5.1","1991Q1",39
1991,1,424,"5.75","5.5","5.25","5.5","#N/A","1991Q1",39
1991,1,425,"5.91","5.12","5.05","5.92","5.97","1991Q1",39
1991,1,426,"6.04","5.92","5.94","6.34","6.6","1991Q1",39
1991,1,427,"6.2","5.8","5.7","5.8","6.2","1991Q1",39
1991,1,428,"5.81","5.16","5.6","6.07","6.55","1991Q1",39
1991,1,429,"5.91","5.86","5.97","6.02","6.06","1991Q1",39
1991,1,430,"6.1","5.9","6.2","6.3","6.4","1991Q1",39
1991,1,431,"6.05","5.5","5.2","5.3","5.4","1991Q1",39
1991,1,432,"6","5.5","5.5","6","#N/A","1991Q1",39
1991,1,433,"5.95","5.71","6.09","6.28","6.53","1991Q1",39
1991,1,434,"6.3","5.9","6.1","6.5","#N/A","1991Q1",39
1991,1,435,"5.95","5.6","5.4","5.45","5.55","1991Q1",39
1991,1,436,"6.7","6.8","6.7","6.6","6.5","1991Q1",39
1991,2,20,"6.02","6.03","6.1","6.1","6.2","1991Q2",40
1991,2,30,"6.03","6.09","7.02","7.1","7.2","1991Q2",40
1991,2,35,"6.1","6.2","6.4","6.5","6.7","1991Q2",40
1991,2,40,"5.58","5.37","5.37","5.6","5.85","1991Q2",40
1991,2,60,"5.6","5.5","5.5","5.7","6","1991Q2",40
1991,2,62,"5.7","5.8","6","6.1","6.2","1991Q2",40
1991,2,65,"5.58","5.4","5.76","5.93","6.03","1991Q2",40
1991,2,70,"5.7","5.9","6.1","6.3","6.3","1991Q2",40
1991,2,84,"5.5","5.5","5.8","6","6.2","1991Q2",40
1991,2,94,"5.5","5.5","5.8","6","6.4","1991Q2",40
1991,2,99,"5.7","5.8","5.9","6","6.2","1991Q2",40
1991,2,404,"5.71","5.66","5.84","6.07","6.31","1991Q2",40
1991,2,405,"5.5","5.3","5.1","5.4","5.3","1991Q2",40
1991,2,406,"5.52","5.49","5.63","5.75","5.96","1991Q2",40
1991,2,407,"5.4","5.5","5.7","6.1","6.3","1991Q2",40
1991,2,408,"5.4","5.5","5.5","#N/A","#N/A","1991Q2",40
1991,2,410,"5.66","5.58","5.74","5.91","6.05","1991Q2",40
1991,2,411,"5.6","5.5","5.7","6","6.2","1991Q2",40
1991,2,412,"5.5","5.3","5.5","5.7","5.9","1991Q2",40
1991,2,413,"5.5","5.3","5.6","5.9","6.2","1991Q2",40
1991,2,414,"5.7","5.6","5.4","5.3","5.3","1991Q2",40
1991,2,415,"5.5","5.4","5.3","5.3","5.4","1991Q2",40
1991,2,416,"5.8","6.1","6.4","6.8","7.2","1991Q2",40
1991,2,418,"5.8","5.8","5.9","6.2","6.4","1991Q2",40
1991,2,420,"5.45","5.4","5.6","5.75","5.75","1991Q2",40
1991,2,421,"5.65","5.62","5.8","6.1","6.15","1991Q2",40
1991,2,422,"5.3","5","5.5","5.5","5.2","1991Q2",40
1991,2,423,"5.97","5.95","5.92","5.89","5.87","1991Q2",40
1991,2,424,"5.5","5.5","6","#N/A","#N/A","1991Q2",40
1991,2,425,"5.48","5.65","5.8","6.25","6.5","1991Q2",40
1991,2,426,"5.38","5.32","5.6","5.97","6.26","1991Q2",40
1991,2,427,"5.7","5.4","5.4","5.5","5.6","1991Q2",40
1991,2,428,"5.52","5.61","5.99","6.44","6.86","1991Q2",40
1991,2,429,"5.49","5.44","5.51","5.55","5.57","1991Q2",40
1991,2,430,"5.6","5.5","5.5","5.6","5.6","1991Q2",40
1991,2,431,"5.6","5.4","5.4","5.4","5.5","1991Q2",40
1991,2,432,"5.5","5.25","5.5","#N/A","#N/A","1991Q2",40
1991,2,433,"5","5.3","5.8","6","6.3","1991Q2",40
1991,2,434,"5.31","5.5","5.7","5.9","6","1991Q2",40
1991,2,435,"5.65","5.53","5.58","5.78","5.97","1991Q2",40
1991,2,437,"5.6","5.5","5.8","6","6","1991Q2",40
1991,2,438,"5.95","6.25","6.95","7.25","7.25","1991Q2",40
1991,3,30,"5.6","5.7","5.8","5.92","6","1991Q3",41
1991,3,35,"6.2","6.4","6.5","6.7","6.8","1991Q3",41
1991,3,60,"5.5","5.5","5.7","6","6.5","1991Q3",41
1991,3,62,"5.6","5.75","6","6.2","6.4","1991Q3",41
1991,3,65,"5.59","5.67","6.1","6.2","6.25","1991Q3",41
1991,3,84,"5.35","5.6","6.1","6.7","6.9","1991Q3",41
1991,3,94,"5.3","5.4","5.7","6.1","6.3","1991Q3",41
1991,3,99,"5.5","5.6","5.7","5.9","5.9","1991Q3",41
1991,3,404,"5.32","5.14","5.28","5.4","5.73","1991Q3",41
1991,3,405,"5.3","5.1","5.4","5.3","5.5","1991Q3",41
1991,3,406,"5.4","5","5.1","5.48","5.71","1991Q3",41
1991,3,407,"5.6","5.6","5.8","6","6.4","1991Q3",41
1991,3,408,"5.7","6","6.1","6.4","6.5","1991Q3",41
1991,3,412,"5.4","5.3","5.5","5.7","5.9","1991Q3",41
1991,3,413,"5.48","5.41","5.49","5.63","5.78","1991Q3",41
1991,3,414,"5.3","5.1","5","5","5.1","1991Q3",41
1991,3,416,"5.8","6.1","6.5","6.7","6.8","1991Q3",41
1991,3,421,"5.4","5.15","5.35","6","6.3","1991Q3",41
1991,3,422,"5.74","5.79","5.99","5.64","5.5","1991Q3",41
1991,3,423,"5.68","5.65","5.62","5.6","5.6","1991Q3",41
1991,3,424,"5.85","6.25","6.5","6.75","7","1991Q3",41
1991,3,426,"5.47","5.41","5.87","6.29","6.54","1991Q3",41
1991,3,427,"5.3","5.2","5.3","5.4","5.4","1991Q3",41
1991,3,428,"5.39","5.32","5.68","6.16","6.38","1991Q3",41
1991,3,429,"5.34","5.28","5.49","5.69","5.7","1991Q3",41
1991,3,430,"5.5","5.5","5.5","5.6","5.7","1991Q3",41
1991,3,432,"5.4","5.5","5.7","5.9","#N/A","1991Q3",41
1991,3,433,"5.3","5.5","5.6","5.8","6","1991Q3",41
1991,3,434,"5.6","5.7","5.9","6","6.1","1991Q3",41
1991,3,435,"#N/A","#N/A","#N/A","#N/A","#N/A","1991Q3",41
1991,3,439,"5.4","5.6","6","6.25","6.5","1991Q3",41
1991,3,440,"5.6","5.5","5.5","5.55","5.75","1991Q3",41
1991,3,441,"5.5","5.6","5.6","5.8","6","1991Q3",41
1991,4,20,"5.5","5.5","5.8","5.5","5.6","1991Q4",42
1991,4,30,"5.35","5.35","5.3","5.3","5.28","1991Q4",42
1991,4,35,"5.1","5.1","5.4","5.7","6.1","1991Q4",42
1991,4,40,"4.73","4.68","4.96","5.19","5.49","1991Q4",42
1991,4,60,"4.9","4.7","4.9","5","5","1991Q4",42
1991,4,62,"4.9","4.5","4.7","4.9","5.1","1991Q4",42
1991,4,65,"5.05","5.03","5.23","5.35","5.56","1991Q4",42
1991,4,84,"4.75","4.5","4.5","4.75","5","1991Q4",42
1991,4,94,"4.5","4.2","4.3","4.6","5.2","1991Q4",42
1991,4,99,"4.7","5.1","5.3","5.5","5.6","1991Q4",42
1991,4,404,"4.69","4.52","4.5","4.61","4.92","1991Q4",42
1991,4,405,"4.8","4.6","4.5","4.6","4.8","1991Q4",42
1991,4,406,"4.78","4.71","5.05","5.38","5.63","1991Q4",42
1991,4,407,"4.8","5","5.3","5.4","5.5","1991Q4",42
1991,4,408,"4.9","5.1","5.4","5.7","5.8","1991Q4",42
1991,4,410,"4.71","4.52","4.39","4.66","4.97","1991Q4",42
1991,4,411,"4.84","4.66","4.92","5.18","5.3","1991Q4",42
1991,4,412,"4.8","4.4","4.5","4.7","4.9","1991Q4",42
1991,4,413,"4.93","4.81","4.99","5.19","5.38","1991Q4",42
1991,4,414,"4.8","4.8","4.9","5.1","5.3","1991Q4",42
1991,4,416,"4.9","4.5","4.9","5.1","5.9","1991Q4",42
1991,4,418,"4.9","4.9","5","5.2","5.5","1991Q4",42
1991,4,420,"4.6","4.48","4.67","4.81","5.12","1991Q4",42
1991,4,421,"4.75","4.77","5","5.3","5.9","1991Q4",42
1991,4,422,"4.85","5.1","5.6","5.3","4.9","1991Q4",42
1991,4,423,"5.2","5.16","5.12","5.08","5.05","1991Q4",42
1991,4,424,"4.5","4","4.5","5","5.5","1991Q4",42
1991,4,426,"4.8","4.66","4.71","4.76","4.87","1991Q4",42
1991,4,427,"4.9","4.9","5.1","5.3","5.1","1991Q4",42
1991,4,428,"4.83","4.36","4.02","4.29","4.65","1991Q4",42
1991,4,429,"4.67","4.61","4.68","4.74","4.83","1991Q4",42
1991,4,430,"4.7","4.5","4.7","4.9","5","1991Q4",42
1991,4,431,"4.9","4.7","4.5","4.3","4.3","1991Q4",42
1991,4,432,"4.5","4","4.25","4.5","5","1991Q4",42
1991,4,433,"5","4.8","4.9","5.1","5.2","1991Q4",42
1991,4,435,"#N/A","#N/A","#N/A","#N/A","#N/A","1991Q4",42
1991,4,437,"4.6","4.4","4.3","4.4","4.6","1991Q4",42
1991,4,439,"4.75","5","5.5","6","6.5","1991Q4",42
1991,4,440,"4.86","4.79","4.86","5.01","5.28","1991Q4",42
1992,1,20,"5","5","4.9","4.9","4.5","1992Q1",43
1992,1,30,"4.56","4.6","4.68","4.78","4.9","1992Q1",43
1992,1,35,"3.8","3.8","3.9","4.1","4.3","1992Q1",43
1992,1,40,"3.76","3.86","4.12","4.35","4.61","1992Q1",43
1992,1,60,"3.9","3.9","4","4.2","4.4","1992Q1",43
1992,1,62,"3.7","3.5","3.5","3.6","3.8","1992Q1",43
1992,1,65,"3.75","4.15","4.38","4.68","#N/A","1992Q1",43
1992,1,84,"4","3.8","3.3","3.3","3.3","1992Q1",43
1992,1,94,"3.7","3.6","3.9","4.4","4.8","1992Q1",43
1992,1,99,"3.7","3.9","4.1","4.2","4.2","1992Q1",43
1992,1,404,"3.91","3.9","4.16","4.49","4.78","1992Q1",43
1992,1,405,"4.6","4.5","4.6","4.8","4.9","1992Q1",43
1992,1,406,"3.85","4.11","4.5","4.78","5.18","1992Q1",43
1992,1,407,"4","4","4.6","4.7","4.85","1992Q1",43
1992,1,408,"3.9","4","4.1","4.2","#N/A","1992Q1",43
1992,1,409,"3.95","3.75","4","4.25","4.5","1992Q1",43
1992,1,410,"3.65","3.66","3.88","4.14","4.38","1992Q1",43
1992,1,411,"3.67","3.59","3.66","3.8","3.95","1992Q1",43
1992,1,414,"5","5.3","5.3","5.2","5.1","1992Q1",43
1992,1,416,"3.8","3.9","4","4.5","4.9","1992Q1",43
1992,1,418,"3.8","3.8","3.9","4.1","4.4","1992Q1",43
1992,1,420,"3.75","3.65","3.65","3.55","3.4","1992Q1",43
1992,1,421,"3.7","3.7","3.9","4.3","5","1992Q1",43
1992,1,422,"4","4","4.4","4.8","4.6","1992Q1",43
1992,1,423,"3.86","3.99","4.2","4.41","4.64","1992Q1",43
1992,1,424,"3.9","3.75","3.6","3.75","#N/A","1992Q1",43
1992,1,426,"3.73","3.64","3.71","3.77","4.09","1992Q1",43
1992,1,427,"3.9","3.6","3.9","4.1","4.5","1992Q1",43
1992,1,428,"3.69","3.4","3.54","3.9","4.43","1992Q1",43
1992,1,429,"3.9","3.93","4.04","4.15","5.06","1992Q1",43
1992,1,430,"3.8","3.9","4.1","4.3","4.5","1992Q1",43
1992,1,432,"3.8","3.5","3.2","3.4","3.7","1992Q1",43
1992,1,433,"3.8","3.6","3.8","4","4.2","1992Q1",43
1992,1,434,"4.1","4.2","4.4","4.8","#N/A","1992Q1",43
1992,1,435,"3.82","3.6","3.6","3.65","3.75","1992Q1",43
1992,1,436,"#N/A","#N/A","#N/A","#N/A","#N/A","1992Q1",43
1992,1,437,"3.8","4","4.5","4.8","5.1","1992Q1",43
1992,1,438,"3.96","4.29","4.69","5.2","5.45","1992Q1",43
1992,1,439,"3.9","4.1","4.1","4.3","4.5","1992Q1",43
1992,1,440,"3.85","3.85","3.95","4.1","4.43","1992Q1",43
1992,2,30,"3.91","4.12","4.3","4.4","4.5","1992Q2",44
1992,2,35,"4","4.1","4.3","4.5","4.7","1992Q2",44
1992,2,40,"3.71","3.88","4.11","4.36","4.61","1992Q2",44
1992,2,60,"3.9","4","4.2","4.4","4.5","1992Q2",44
1992,2,62,"3.7","3.5","4","4.5","4.8","1992Q2",44
1992,2,65,"3.82","4.08","4.27","4.65","5.3","1992Q2",44
1992,2,84,"3.6","3.3","3.2","3","2.9","1992Q2",44
1992,2,94,"3.7","3.7","3.9","4.1","4.6","1992Q2",44
1992,2,99,"3.9","4","4.1","4.3","4.3","1992Q2",44
1992,2,404,"3.72","3.68","3.91","4.17","4.43","1992Q2",44
1992,2,407,"3.8","4.2","4.4","4.7","4.6","1992Q2",44
1992,2,408,"3.7","3.9","4.1","#N/A","#N/A","1992Q2",44
1992,2,409,"3.75","3.78","4.1","4.75","5.1","1992Q2",44
1992,2,410,"3.74","3.7","3.76","3.99","4.25","1992Q2",44
1992,2,411,"3.72","3.88","4.01","4.1","4.2","1992Q2",44
1992,2,412,"3.7","3.8","3.9","4.1","4.3","1992Q2",44
1992,2,414,"3.6","3.75","3.75","3.7","3.65","1992Q2",44
1992,2,416,"3.85","4","4.25","4.9","5.1","1992Q2",44
1992,2,418,"3.5","3.5","3.7","4","4.2","1992Q2",44
1992,2,421,"3.75","3.83","4.25","5","5.55","1992Q2",44
1992,2,422,"4.1","4.4","4.9","5.2","5.1","1992Q2",44
1992,2,423,"4.2","4.2","4.22","4.24","4.25","1992Q2",44
1992,2,424,"3.7","3.7","3.85","4","4.25","1992Q2",44
1992,2,426,"3.63","3.7","3.81","4.11","4.43","1992Q2",44
1992,2,427,"3.6","3.6","4","4.5","4.9","1992Q2",44
1992,2,428,"3.77","3.84","4.04","4.57","4.85","1992Q2",44
1992,2,429,"3.84","4.08","4.26","4.35","5.24","1992Q2",44
1992,2,430,"3.9","4.2","4.4","4.4","4.6","1992Q2",44
1992,2,431,"3.8","3.7","3.7","3.7","3.6","1992Q2",44
1992,2,432,"3.6","3.3","3.4","3.7","4","1992Q2",44
1992,2,433,"3.82","3.67","3.63","3.84","4.21","1992Q2",44
1992,2,434,"3.9","4","4.3","4.8","5.2","1992Q2",44
1992,2,435,"3.76","3.75","3.77","3.75","3.98","1992Q2",44
1992,2,437,"4.2","4.5","4.8","5.1","5.4","1992Q2",44
1992,2,438,"3.93","4.15","4.42","4.95","5.2","1992Q2",44
1992,2,439,"3.7","3.8","4","4.25","4.75","1992Q2",44
1992,2,440,"3.7","3.8","4.2","4.75","5.05","1992Q2",44
1992,3,20,"2.5","2.6","2.5","2.4","2.4","1992Q3",45
1992,3,30,"3.83","3.95","4.02","4.05","4.09","1992Q3",45
1992,3,60,"3.2","3.2","3.2","3.5","4","1992Q3",45
1992,3,62,"3.25","3.25","3.5","3.75","4","1992Q3",45
1992,3,65,"3.18","3.35","4.15","4.6","4.7","1992Q3",45
1992,3,84,"3.1","2.8","2.7","2.5","2.5","1992Q3",45
1992,3,94,"3.1","3.2","3.3","3.5","3.9","1992Q3",45
1992,3,404,"3.19","3.27","3.42","3.69","4.01","1992Q3",45
1992,3,405,"3.3","3.1","3.3","3.4","3.2","1992Q3",45
1992,3,406,"3.18","3.27","3.57","3.98","4.28","1992Q3",45
1992,3,407,"3.2","3.2","3.8","3.8","4.2","1992Q3",45
1992,3,408,"3.2","3.4","3.6","3.8","4","1992Q3",45
1992,3,409,"3.2","3.3","3.6","4.15","4.65","1992Q3",45
1992,3,410,"3.15","3.11","3.26","3.5","3.71","1992Q3",45
1992,3,411,"3.15","3.24","3.33","3.43","3.79","1992Q3",45
1992,3,412,"3.21","3.2","3.4","3.6","3.8","1992Q3",45
1992,3,413,"3.2","3.24","3.48","3.61","3.77","1992Q3",45
1992,3,414,"3.25","3.3","3.5","3.6","3.6","1992Q3",45
1992,3,415,"3.15","3.1","3.35","3.6","4","1992Q3",45
1992,3,416,"3.2","3.3","3.5","4","4.25","1992Q3",45
1992,3,418,"3.1","2.8","3","3.2","3.4","1992Q3",45
1992,3,420,"3.12","3.1","3.05","3.1","3.15","1992Q3",45
1992,3,421,"3.18","2.9","3","3.4","3.8","1992Q3",45
1992,3,423,"3.73","3.76","3.77","3.79","3.81","1992Q3",45
1992,3,424,"3.2","3","2.75","2.5","2.5","1992Q3",45
1992,3,426,"3.18","3.18","3.3","3.66","3.83","1992Q3",45
1992,3,427,"3.3","3.5","3.9","4.2","4.5","1992Q3",45
1992,3,428,"3.08","2.92","3.05","3.52","3.89","1992Q3",45
1992,3,429,"3.18","3.3","3.46","3.6","3.68","1992Q3",45
1992,3,430,"3.1","3.2","3.3","3.4","3.5","1992Q3",45
1992,3,431,"3.2","3.3","3.4","3.5","3.6","1992Q3",45
1992,3,432,"3.2","2.95","3.05","3.4","3.85","1992Q3",45
1992,3,433,"3.15","3.16","3.37","3.56","3.77","1992Q3",45
1992,3,434,"3.1","3.4","3.8","4","4.6","1992Q3",45
1992,3,439,"#N/A","#N/A","#N/A","#N/A","#N/A","1992Q3",45
1992,3,440,"3.1","3.2","3.45","3.8","4.1","1992Q3",45
1992,4,20,"3.08","3.09","3.1","3.1","3.09","1992Q4",46
1992,4,30,"3.09","3.12","3.16","3.22","3.3","1992Q4",46
1992,4,40,"2.85","2.78","2.9","3.17","3.41","1992Q4",46
1992,4,60,"2.9","3","3.3","3.5","3.8","1992Q4",46
1992,4,62,"2.9","3","3.1","3.3","3.4","1992Q4",46
1992,4,65,"2.87","3.1","3.47","3.87","4.08","1992Q4",46
1992,4,84,"3","2.9","2.7","2.6","2.6","1992Q4",46
1992,4,94,"2.8","2.9","3","3.3","3.7","1992Q4",46
1992,4,99,"3.1","3.1","3.3","3.3","3.4","1992Q4",46
1992,4,404,"3.03","3.11","3.31","3.52","3.79","1992Q4",46
1992,4,405,"3.1","3.3","3.6","3.5","3.4","1992Q4",46
1992,4,407,"3.1","3.2","3.5","3.7","4","1992Q4",46
1992,4,408,"2.9","3.3","3.7","4","4.3","1992Q4",46
1992,4,409,"3.05","3.1","3.55","4.1","4.55","1992Q4",46
1992,4,411,"2.94","2.97","3.08","3.29","3.3","1992Q4",46
1992,4,412,"2.9","2.85","3.05","3.3","3.5","1992Q4",46
1992,4,413,"2.97","3.07","3.22","3.47","3.29","1992Q4",46
1992,4,414,"3.15","3.25","3.25","3.35","3.45","1992Q4",46
1992,4,416,"3","3","3.2","3.6","4","1992Q4",46
1992,4,418,"2.9","3","3.2","3.4","3.7","1992Q4",46
1992,4,420,"3.1","3.2","3.25","3.25","3.5","1992Q4",46
1992,4,421,"3","3.02","3.1","3.25","3.6","1992Q4",46
1992,4,422,"2.9","2.9","3.1","3.2","3.4","1992Q4",46
1992,4,423,"2.78","2.8","2.82","2.83","2.85","1992Q4",46
1992,4,424,"3.25","2.75","2.5","2.5","2.5","1992Q4",46
1992,4,426,"2.95","2.99","3.16","3.43","3.76","1992Q4",46
1992,4,427,"#N/A","#N/A","#N/A","#N/A","#N/A","1992Q4",46
1992,4,428,"3.01","2.79","2.99","3.36","3.61","1992Q4",46
1992,4,429,"3.03","3.2","3.46","3.65","3.78","1992Q4",46
1992,4,430,"4.7","4.5","4.7","4.9","5","1992Q4",46
1992,4,431,"3.05","3.1","3.25","3.25","3.5","1992Q4",46
1992,4,432,"3","2.7","2.5","2.7","3","1992Q4",46
1992,4,433,"3","2.9","3.1","3.2","3.4","1992Q4",46
1992,4,434,"3.2","3.6","4","4.4","5","1992Q4",46
1992,4,435,"#N/A","#N/A","#N/A","#N/A","#N/A","1992Q4",46
1992,4,437,"2.9","3","3.2","3.5","3.8","1992Q4",46
1992,4,439,"#N/A","#N/A","#N/A","#N/A","#N/A","1992Q4",46
1992,4,440,"3.1","3.15","3.25","3.5","3.75","1992Q4",46
1992,4,442,"2.9","2.76","2.83","3.08","3.12","1992Q4",46
1992,4,444,"3","3","3.2","3.2","3.5","1992Q4",46
1993,1,20,"3.7","3.7","3.8","3.7","#N/A","1993Q1",47
1993,1,30,"3.12","3.35","3.65","4","4.1","1993Q1",47
1993,1,40,"2.92","3.04","3.1","3.15","3.43","1993Q1",47
1993,1,60,"3","3.3","3.5","3.8","4","1993Q1",47
1993,1,65,"3.11","3.3","3.68","4.08","4.25","1993Q1",47
1993,1,94,"2.9","3.1","3.4","3.7","4.2","1993Q1",47
1993,1,99,"2.9","3","3","3.2","3.3","1993Q1",47
1993,1,404,"3.01","2.94","3.11","3.49","3.86","1993Q1",47
1993,1,407,"2.9","2.9","3.5","3.9","4.2","1993Q1",47
1993,1,411,"3","3.14","3.28","3.4","3.4","1993Q1",47
1993,1,414,"3","2.75","2.75","2.85","3.05","1993Q1",47
1993,1,416,"3.2","3.4","3.6","4","4.1","1993Q1",47
1993,1,417,"3.1","3.02","3.22","3.41","3.55","1993Q1",47
1993,1,418,"3","3.1","3.3","3.6","3.9","1993Q1",47
1993,1,420,"3","3","3.25","3.25","3.5","1993Q1",47
1993,1,421,"3","3.1","3.3","3.6","4","1993Q1",47
1993,1,422,"3.3","3.4","3.6","3.8","4","1993Q1",47
1993,1,423,"3.22","3.23","3.24","3.26","3.28","1993Q1",47
1993,1,424,"3","3.2","3.4","3.5","3.7","1993Q1",47
1993,1,426,"2.91","2.87","3.23","3.51","3.95","1993Q1",47
1993,1,427,"3.1","3.1","3.3","3.4","3.7","1993Q1",47
1993,1,428,"2.96","2.99","3.37","3.61","3.88","1993Q1",47
1993,1,429,"2.96","3","3.15","3.42","3.4","1993Q1",47
1993,1,430,"3","3","3.1","3.2","3.2","1993Q1",47
1993,1,431,"2.9","3","3.1","3.1","3.4","1993Q1",47
1993,1,432,"3","2.7","2.5","2.5","#N/A","1993Q1",47
1993,1,433,"3","2.9","3","3.2","3.4","1993Q1",47
1993,1,434,"3.1","3.1","3.5","4","#N/A","1993Q1",47
1993,1,435,"#N/A","#N/A","#N/A","#N/A","#N/A","1993Q1",47
1993,1,439,"#N/A","#N/A","#N/A","#N/A","#N/A","1993Q1",47
1993,1,440,"3","3","3","3.34","3.43","1993Q1",47
1993,1,442,"2.9","3","3.2","3.5","3.5","1993Q1",47
1993,1,444,"3.1","3.2","3.2","3.5","3.6","1993Q1",47
1993,1,445,"2.97","3.03","3.1","3.15","#N/A","1993Q1",47
1993,2,20,"2.95","2.97","2.96","2.97","2.97","1993Q2",48
1993,2,30,"3","3.04","3.1","3.85","3.99","1993Q2",48
1993,2,60,"3.3","3.5","3.8","4","4.3","1993Q2",48
1993,2,65,"2.98","3.08","3.22","3.45","3.55","1993Q2",48
1993,2,84,"2.9","3.1","3.2","#N/A","#N/A","1993Q2",48
1993,2,94,"2.9","3.1","3.3","3.5","3.7","1993Q2",48
1993,2,99,"3","3.1","3.2","3.2","3.4","1993Q2",48
1993,2,404,"2.98","3.01","3.06","3.25","3.57","1993Q2",48
1993,2,405,"3.1","3.2","3.4","#N/A","#N/A","1993Q2",48
1993,2,406,"2.98","3.09","3.4","3.9","4.1","1993Q2",48
1993,2,407,"2.9","3.36","3.84","4.15","4.13","1993Q2",48
1993,2,409,"3.25","3.55","3.75","4.15","4.45","1993Q2",48
1993,2,411,"2.9","3.01","2.85","2.87","2.87","1993Q2",48
1993,2,414,"2.9","2.65","2.55","2.55","2.65","1993Q2",48
1993,2,416,"3.05","3.1","3.15","3.2","3.25","1993Q2",48
1993,2,421,"#N/A","#N/A","#N/A","#N/A","#N/A","1993Q2",48
1993,2,422,"3.1","3.3","3.6","3.9","4.2","1993Q2",48
1993,2,423,"2.93","2.95","2.97","2.99","3.02","1993Q2",48
1993,2,424,"3","3","3","#N/A","#N/A","1993Q2",48
1993,2,425,"3","3.3","3.5","3.9","4.4","1993Q2",48
1993,2,426,"2.81","2.91","3.15","3.48","3.78","1993Q2",48
1993,2,427,"3","3.1","3.3","3.4","3.7","1993Q2",48
1993,2,429,"2.92","3.01","2.95","2.86","2.78","1993Q2",48
1993,2,431,"3","3","3","3","3","1993Q2",48
1993,2,432,"3","2.5","2.5","2.5","2.75","1993Q2",48
1993,2,433,"2.87","2.81","2.77","2.91","3.06","1993Q2",48
1993,2,434,"2.9","3.1","3.6","4.2","4.4","1993Q2",48
1993,2,435,"#N/A","#N/A","#N/A","#N/A","#N/A","1993Q2",48
1993,2,439,"#N/A","#N/A","#N/A","#N/A","#N/A","1993Q2",48
1993,2,440,"2.9","2.9","3.1","3.2","3.3","1993Q2",48
1993,2,442,"2.84","2.69","2.68","2.72","2.83","1993Q2",48
1993,2,444,"3","3.1","3.3","3.4","3.4","1993Q2",48
1993,2,445,"2.9","2.95","2.98","3.05","2.98","1993Q2",48
1993,2,446,"3","3.1","3.3","3.3","3.3","1993Q2",48
1993,2,447,"2.9","2.9","3.3","3.5","3.75","1993Q2",48
1993,2,448,"3.1","3.2","3.45","3.7","3.8","1993Q2",48
1993,3,20,"2.96","2.96","2.98","2.98","2.97","1993Q3",49
1993,3,60,"3.4","3.6","3.8","4","4.3","1993Q3",49
1993,3,65,"3.05","3.1","3.2","3.3","3.4","1993Q3",49
1993,3,84,"3","3","3.2","3.2","#N/A","1993Q3",49
1993,3,94,"3.1","3.2","#N/A","#N/A","#N/A","1993Q3",49
