"ID","Date_Number","Q4Ahead_error","Lag_Q4Ahead_error"
484,132,-0.07,-0.086666667
484,133,-0.05,-0.103333333
484,136,0.216666667,-0.07
484,137,0.046666667,-0.05
484,138,0.23,0.083333333
485,70,1.043333333,-1.246666667
485,86,-0.333333333,0.583333333
485,87,-0.333333333,-0.0933333329999999
485,88,-0.673333333,-1.96
486,68,-0.896666667,-0.423333333
488,69,-0.449999999999999,-0.776666667
497,73,1.116666667,-0.319999999999999
497,82,NA,-4.293333333
497,86,-1.283333333,NA
497,97,0.347666666999999,0.4
497,98,0.133333333,0.748666667
497,99,0.669333333,0.793333333
498,85,-1.97,-1.856666667
498,86,-0.983333333,-1.766666667
498,87,-0.723333333,-1.793333333
498,89,NA,-1.97
498,90,0.506666667,-0.983333333
498,93,NA,NA
498,94,NA,0.506666667
499,77,-2.83,1.816666667
499,78,-4.593333333,0.716666667
499,79,-3.03,-1.433333333
500,83,-1.803333333,-3.31
500,84,-2.29,-2.596666667
500,85,-1.84,-1.806666667
502,76,-2.34,1.313333333
502,77,-2.93,1.516666667
502,78,-3.793333333,NA
502,83,-1.843333333,-3.28
502,84,-1.96,-1.986666667
502,85,-1.57,-1.956666667
502,87,-1.483333333,-1.843333333
504,77,NA,1.016666667
504,78,NA,1.116666667
504,79,NA,NA
504,84,NA,NA
504,85,NA,NA
504,86,NA,NA
504,105,-3.326666667,NA
504,106,-2.773333333,-1.9527
504,107,-2.356666667,-2.756666667
506,82,-1.666666667,-4.093333333
506,104,-3.273333333,-0.0633333330000001
506,105,-3.466666667,-0.616666667
506,112,-0.323333333,-1.269366667
506,114,-0.803333333,-0.973333333
506,115,-1.233333333,-0.213333333
506,116,-1.723333333,-0.323333333
506,118,-0.416666667,-0.803333333
506,119,-0.533233333,-1.233333333
506,120,-0.783333333,-1.723333333
506,122,0.023866667,-0.416666667
506,123,0.026666667,-0.533233333
506,124,-0.0429,-0.783333333
506,126,-0.046666667,0.023866667
506,127,-0.035533333,0.026666667
506,128,-0.061166667,-0.0429
506,145,0.2992,0.085666667
507,79,-4.08,-0.583333333000001
507,80,-3.786666667,-2.74
507,81,-2.456666667,-2.63
507,97,0.748666666999999,-0.0600000000000001
507,101,-0.496466667,0.748666666999999
507,110,-1.470033333,-3.953333333
507,111,-0.810033333,-2.786666667
507,112,-0.686633333,-1.776666667
507,114,-0.496633333,-1.470033333
507,115,-0.673333333,-0.810033333
507,116,-1.353333333,-0.686633333
507,133,-0.31,-0.049333333
507,134,-0.501666667,-0.051666667
507,135,-0.463333333,-0.123333333
507,138,-0.42,-0.501666667
507,139,0.0317,-0.463333333
507,140,-0.0192,-0.383333333
507,144,0.24,-0.0192
507,145,0.48,0.036666667
507,146,0.716666667,0.331666667
508,88,NA,-2.62
508,94,0.598666667,0.426666667
508,110,-1.107133333,-3.866533333
508,111,-0.589433333,-2.094966667
508,112,-0.604533333,-2.218966667
508,114,-0.783933333,-1.107133333
508,115,-1.129633333,-0.589433333
508,122,-0.109133333,-0.530366667
508,123,0.006666667,-0.505433333
508,124,-0.295,-0.779233333
508,132,-0.06,-0.046666667
508,135,-0.813333333,-0.053333333
508,139,-0.7402,-0.813333333
510,79,-2.58,-0.683333333
510,80,-2.586666667,-2.14
510,81,-2.156666667,-1.63
510,83,-2.043333333,-2.58
510,84,-2.96,-2.586666667
510,87,-2.083333333,-2.043333333
512,95,0.393333333,1.436666667
512,96,0.903333333,0.813333333
512,97,0.406666667,1.41
512,128,-0.066666667,-0.06
512,139,0.34,0.256666667
512,143,0.81,0.34
516,90,0.156666667,-1.883333333
516,91,0.186666667,-1.433333333
516,94,-0.123333333,0.156666667
516,95,0.293333333000001,0.186666667
516,118,-0.186666667,-0.063333333
516,119,-0.233333333,-0.423333333
516,120,-0.513333333,-0.553333333
518,88,-1.023333333,-2.38
518,89,0.296666667,-1.07
518,90,0.556666667,-0.803333333
518,103,-2.326566667,0.380333333
518,104,-2.837533333,0.147866667
518,105,-2.828466667,-0.419666667
518,109,-2.543333333,-2.828466667
518,110,-1.465233333,-3.721933333
518,111,-0.699433333,-2.453666667
518,132,-0.1036,-0.043266667
518,133,-0.3908,-0.023333333
518,134,-0.124766667,-0.012866667
519,103,-2.886666667,0.573333333
519,104,-3.113333333,0.0666666669999998
519,105,-3.366666667,-0.716666666999999
520,91,0.836666667,-1.683333333
520,92,0.463333333,-1.663333333
520,93,0.56,-0.113333333
520,97,0.706666666999999,0.56
520,98,0.603333333,0.526666667
520,101,-0.696666667,0.706666666999999
520,102,-1.51,0.603333333
520,106,-3.703333333,-1.51
520,107,NA,-2.856666667
520,108,-2.026666667,-3.273333333
521,90,1.006666667,-1.183333333
521,91,1.186666667,NA
521,92,0.963333333,NA
524,91,-0.963333333,-1.483333333
524,99,0.620333333,0.793333333
524,100,-0.0933333330000004,0.713333333
524,101,-0.335866666999999,0.606666667
524,110,-0.457733333,-4.008933333
524,111,-0.143333333,-2.366666667
524,112,-0.043333333,-1.649766667
524,118,-1.366666667,-0.763333333
524,119,-1.303333333,-0.813333333
524,120,-1.233333333,-1.223333333
526,93,0.92,0.176666667
526,94,0.958666667,0.806666667
526,111,-0.309333333,NA
526,112,-0.534333333,-0.932666667
526,122,-0.068933333,-0.356666667
526,130,-0.110666667,-0.096666667
526,134,-0.573666667,-0.110666667
527,109,-2.643333333,-3.506666667
527,110,-1.893333333,-3.203333333
527,113,-0.343333333,-2.643333333
527,114,-0.863333333,-1.893333333
527,130,-0.056666667,-0.036666667
527,131,-0.153333333,-0.033333333
527,134,-0.426666667,-0.056666667
527,135,-0.363333333,-0.153333333
527,139,-0.41,-0.363333333
527,143,0.16,-0.41
528,141,0.761666667,-0.818333333
533,101,-0.096666667,0.906666667
533,138,-0.07,-0.176666667
535,115,-3.473333333,-0.493333333
535,116,-1.653333333,-0.653333333
535,117,-1.076666667,-1.493333333
535,122,0.036666667,-0.586666667
535,123,0.036666667,-1.633333333
535,124,-0.15,-2.513333333
535,127,-0.053333333,0.036666667
535,128,-0.066666667,-0.15
535,131,-0.073333333,-0.053333333
535,132,-0.14,-0.066666667
535,136,-1.183333333,-0.14
535,137,-1.603333333,-0.76
535,138,-1.45,-1.116666667
541,107,NA,NA
541,108,NA,-3.623333333
541,109,NA,-3.956666667
541,111,NA,NA
541,112,NA,NA
541,115,-0.573333333,NA
541,116,-0.753333333,NA
541,118,-0.146666667,-0.063333333
542,102,-2.3075,0.493333333
542,103,-3.506666667,0.211333333
542,104,-3.983333333,-0.543333333000001
542,119,-0.133333333,-0.873333333
542,120,-0.213333333,-0.953333333
542,143,NA,NA
544,108,-1.776666667,-3.323333333
544,112,-0.133333333,-1.776666667
546,114,-1.363333333,-1.593333333
546,115,-0.823333333,-0.493333333
546,116,-0.903333333,-0.953333333
546,120,-1.413333333,-0.903333333
546,121,-0.296666667,-0.426666667
546,122,0.036666667,-0.436666667
548,114,-1.138533333,-1.584333333
548,115,-2.191033333,NA
548,116,-2.137433333,-1.015533333
548,118,-0.582566667,-1.138533333
548,119,-0.455133333,-2.191033333
548,120,-1.339933333,-2.137433333
548,122,-0.00613333299999999,-0.582566667
548,123,0.045766667,-0.455133333
548,124,-0.0257,-1.339933333
553,114,-0.563333333,-0.443333333
553,115,-1.073333333,-0.193333333
553,116,-1.353333333,-0.453333333
553,123,0.076666667,-0.073333333
553,124,-0.05,-0.663333333
553,137,-0.653333333,-0.16
553,138,-0.77,-0.676666667
553,139,-0.71,-0.813333333
553,145,0.59,0.206666667
553,146,0.466666667,0.206666667
553,147,0.0346666670000002,0.32
555,125,-0.166666667,-0.196666667
555,126,-0.186666667,-0.113333333
555,127,-0.253333333,-0.113333333
555,133,-0.8,-0.173333333
555,134,-0.926666667,-0.176666667
555,135,-0.968533333,-0.273333333
557,118,-0.319666667,-0.063333333
557,119,-0.303833333,-0.487433333
557,120,-0.593333333,-0.823333333
558,116,-0.667333333,-0.224533333
559,124,-0.05,-1.413333333
559,140,-0.07,-1.143333333
559,141,0.216666667,-0.853333333
559,142,0.126666667,-0.56
559,144,0.29,-0.07
560,129,-0.253333333,-0.140066667
568,130,-0.026666667,-0.036666667
568,131,-0.023333333,-0.053333333
568,132,-0.08,-0.066666667
569,127,-0.053333333,-0.413333333
569,128,-0.066666667,-0.35
569,130,-0.326666667,-0.036666667
569,134,-0.676666667,-0.326666667
572,131,-0.043333333,-0.063333333
577,139,-0.41,0.256666667
577,140,-0.13,0.216666667
577,143,0.21,-0.41
578,146,0.536666667,0.176666667
578,147,0.106666667,0.1967
578,148,-0.4467,0.2267
9,6,1.2,-2.093333333
9,7,1.17,-2.893333333
9,8,1.296666667,-0.603333333
9,9,1.92,0.140000000000001
9,10,NA,1.2
9,11,-0.416666666999999,1.17
9,12,-1.54,1.296666667
9,18,-1.906666667,-1.933333333
9,19,-1.363333333,-1.803333333
9,25,1.21,0.343333332999999
12,10,0.00333333299999872,NA
12,11,-0.916666666999999,1.17
12,12,-2.54,1.896666667
12,24,-0.24,-1.323333333
13,12,-1.81,1.896666667
13,13,-2.643333333,2.22
13,20,-1.843333333,-2.56
15,24,0.00999999999999979,-0.493333333000001
15,25,0.16,0.443333333
15,26,1.826666667,1.113333333
15,27,1.79,0.623333333000001
15,28,-0.0899999999999999,0.00999999999999979
16,5,-0.859999999999999,-2.683333333
19,5,-0.859999999999999,-4.683333333
19,6,1.8,-6.093333333
19,7,1.37,-5.393333333
19,8,1.796666667,-3.803333333
19,9,1.32,-0.859999999999999
19,10,-0.196666667000001,1.8
19,11,-1.016666667,1.37
19,12,-3.24,1.796666667
19,13,-4.393333333,1.32
19,14,-3.133333333,-0.196666667000001
19,15,-1.603333333,-1.016666667
20,18,-1.746666667,-1.333333333
20,19,-1.763333333,-1.603333333
20,20,-1.443333333,-2.36
20,21,-0.256666667,-2.976666667
20,49,1.506666667,0.603333333
20,50,2.29,-0.0299999999999998
20,51,2.676666667,NA
20,52,2.296666667,1.016666667
20,58,-0.923333333,0.359999999999999
20,59,-0.140000000000001,-1.08
20,76,-2.24,1.113333333
20,77,-2.58,1.616666667
20,78,-4.293333333,1.416666667
20,79,-4.28,-0.383333333
20,80,-2.886666667,-2.24
20,81,-2.056666667,-2.58
20,82,-1.776666667,-4.293333333
20,83,-0.843333333,-4.28
20,84,-0.74,-2.886666667
20,85,-0.79,-2.056666667
20,86,-0.713333333,-1.776666667
20,87,-0.403333333,-0.843333333
20,88,-0.133333333,-0.74
20,89,0.326666667,-0.79
20,90,0.996666667,-0.713333333
20,91,1.606666667,-0.403333333
20,92,1.913333333,-0.133333333
20,93,2.06,0.326666667
20,94,2.236666667,0.996666667
20,95,1.493333333,1.606666667
20,102,-1.46,0.893333333
20,103,-2.856666667,1.073333333
20,104,-3.333333333,-0.363333333
20,105,-3.296666667,-0.416666666999999
20,106,-3.953333333,-1.46
23,18,-3.046666667,-3.333333333
30,5,-3.66,-4.483333333
30,6,1,-5.093333333
30,7,0.82,-4.393333333
30,8,0.996666667,-4.203333333
30,9,-0.279999999999999,-3.66
30,10,-1.196666667,1
30,11,-2.316666667,0.82
30,12,-3.34,0.996666667
30,13,-3.493333333,-0.279999999999999
30,14,-3.333333333,-1.196666667
30,15,-3.603333333,-2.316666667
30,16,-4.26,-3.34
30,17,-2.576666667,-3.493333333
30,18,-2.236666667,-3.333333333
30,19,-1.663333333,-3.603333333
30,20,-1.573333333,-4.26
30,21,-0.956666667,-2.576666667
30,22,-0.186666667,-2.236666667
30,23,-0.576666667,-1.663333333
30,24,0.0199999999999996,-1.573333333
30,25,1.17,-0.956666667
30,26,0.626666667,-0.186666667
30,27,1.79,-0.576666667
30,28,1.46,0.0199999999999996
30,29,0.563333333,1.17
30,30,-0.246666667,0.626666667
30,31,-1.34,1.79
30,32,-1.003333333,1.46
30,33,-1.223333333,0.563333333
30,34,-1.26,-0.246666667
30,35,-1.976666667,-1.34
30,36,-2.74,-1.003333333
30,44,-1.533333333,-3.52
30,45,-1.086666667,-2.916666667
30,46,-0.24,-2.21
30,47,-0.856666667,-1.94
30,48,-0.00333333300000005,-1.533333333
35,5,NA,-3.183333333
35,6,-0.399999999999999,-6.593333333
35,7,1.67,NA
35,8,2.496666667,-3.103333333
35,9,4.02,NA
35,10,1.203333333,-0.399999999999999
35,11,NA,1.67
35,12,NA,2.496666667
35,18,-2.446666667,NA
35,19,-2.663333333,NA
35,20,-0.883333333,-2.66
35,21,0.0233333330000001,-2.976666667
35,22,0.163333333,-2.446666667
35,23,-0.176666667,-2.663333333
35,24,0.00999999999999979,-0.883333333
35,25,0.71,0.0233333330000001
35,26,1.226666667,0.163333333
35,27,1.94,-0.176666667
35,28,1.51,0.00999999999999979
35,29,0.443333333,0.71
35,30,-0.246666667,1.226666667
35,31,-1.04,1.94
35,32,0.0466666670000002,1.51
35,33,0.0766666669999996,0.443333333
35,34,-0.51,-0.246666667
35,35,-1.906666667,-1.04
35,36,-2.46,0.0466666670000002
35,37,-2.423333333,0.0766666669999996
35,38,-2.69,-0.51
35,39,-2.706666667,-1.906666667
35,40,-3.02,-2.46
35,41,-3.716666667,-2.423333333
35,42,-3.03,-2.69
35,43,-1.34,-2.706666667
35,44,-1.733333333,-3.02
40,10,0.853333332999999,1.11
40,11,-0.626666667,1.86
40,12,-2.22,2.496666667
40,13,-3.693333333,1.46
40,14,-2.033333333,0.853333332999999
40,15,-0.853333333,-0.626666667
40,16,-1.05,-2.22
40,17,-1.556666667,-3.693333333
40,18,-1.706666667,-2.033333333
40,19,-1.463333333,-0.853333333
40,20,0.466666666999999,-1.05
40,21,0.463333333,-1.556666667
40,22,0.833333333,-1.706666667
40,23,-0.336666666999999,-1.463333333
40,24,0.46,0.466666666999999
40,55,-1.16,1.896666667
40,56,-1.07,0.966666667
40,57,-0.583333333,0.596666667
40,58,-0.133333333,-0.12
40,59,0.329999999999999,-1.16
40,60,-0.0433333329999996,-1.07
40,61,-0.0533333329999994,-0.583333333
40,74,0.896666667,0.823333333
40,75,-0.943333333,1.26
40,81,-1.526666667,-2.93
40,82,-0.786666667,-4.203333333
40,83,-1.083333333,-3.7
40,84,-1.54,-1.996666667
40,85,-1.2,-1.526666667
40,86,-0.883333333,-0.786666667
40,87,-0.893333333,-1.083333333
40,88,-0.483333333,-1.54
40,89,-0.113333333,-1.2
40,90,0.306666667,-0.883333333
40,91,0.636666667,-0.893333333
43,9,2.32,0.640000000000001
43,10,0.803333332999999,0.300000000000001
43,11,-0.316666667,0.92
43,12,-4.04,1.796666667
43,13,-4.893333333,2.32
43,14,-3.333333333,0.803333332999999
43,15,NA,-0.316666667
43,16,NA,-4.04
43,17,-0.776666667,-4.893333333
43,18,-1.466666667,-3.333333333
43,19,NA,NA
43,25,0.51,-0.206666667
43,26,0.726666667,-0.336666667
47,6,-0.199999999999999,-5.093333333
47,7,0.27,-5.893333333
47,8,0.986666667,-4.103333333
47,9,0.32,-2.06
47,10,-1.096666667,-0.199999999999999
47,11,-1.316666667,0.27
51,23,-0.0766666669999996,-1.663333333
51,24,0.21,-0.693333333
51,25,0.91,0.243333333
51,26,1.726666667,0.683333333
60,7,2.37,-2.193333333
60,8,2.896666667,-2.503333333
60,9,2.92,-1.26
60,10,1.003333333,1.4
60,11,-0.116666667000001,2.37
60,12,-2.74,2.896666667
60,13,-2.993333333,2.92
60,14,-1.833333333,1.003333333
60,20,-0.143333333,-1.26
60,21,1.043333333,-1.476666667
60,22,0.863333333,-1.646666667
60,23,0.423333333,-1.463333333
60,24,0.21,-0.143333333
60,25,1.01,1.043333333
60,26,2.226666667,0.863333333
60,27,3.04,0.423333333
60,28,2.41,0.21
60,29,1.043333333,1.01
60,30,0.853333333,2.226666667
60,31,-0.04,3.04
60,32,0.246666667,2.41
60,33,0.176666667,1.043333333
60,34,-0.00999999999999979,0.853333333
60,35,-0.976666667,-0.04
60,36,-1.44,0.246666667
60,37,-1.623333333,0.176666667
60,38,-2.46,-0.00999999999999979
60,39,-2.406666667,-0.976666667
60,40,-2.32,-1.44
60,41,-3.416666667,-1.623333333
60,42,-1.93,-2.46
60,43,-1.44,-2.406666667
60,44,-1.533333333,-2.32
60,45,-0.996666667,-3.416666667
60,46,-0.74,-1.93
60,47,-0.756666667,-1.44
60,48,-0.313333333,-1.533333333
60,49,0.176666667,-0.996666667
62,5,0.640000000000001,-0.683333333
62,6,1.8,-2.093333333
62,7,1.97,NA
62,8,2.796666667,-0.603333333
62,9,1.82,0.640000000000001
62,10,2.803333333,1.8
62,11,1.183333333,1.97
62,12,NA,2.796666667
62,13,-1.393333333,1.82
62,14,-0.633333332999999,2.803333333
62,15,-0.103333333,1.183333333
62,16,-0.86,NA
62,17,-0.476666667,-1.393333333
62,18,-0.846666667,-0.633333332999999
62,19,-0.963333333,-0.103333333
62,20,0.056666667,-0.86
62,26,2.226666667,0.0633333330000001
62,27,2.74,-0.0766666669999996
62,28,NA,-0.59
62,29,0.743333333000001,0.41
62,30,0.653333333,2.226666667
62,31,-0.640000000000001,2.74
62,32,0.146666667000001,NA
62,33,0.976666667,0.743333333000001
62,34,0.49,0.653333333
62,35,-0.476666667,-0.640000000000001
62,36,-1.19,0.146666667000001
62,37,-1.123333333,0.976666667
62,38,-1.96,0.49
62,39,-2.356666667,-0.476666667
62,40,-2.52,-1.19
62,41,-3.316666667,-1.123333333
62,42,-2.03,-1.96
62,43,-0.84,-2.356666667
62,44,-1.833333333,-2.52
62,45,-0.996666667,-3.316666667
62,46,-0.34,-2.03
65,19,-1.263333333,NA
65,20,-0.543333333000001,-1.91
65,21,-0.00666666700000018,-1.676666667
65,22,0.613333333,-1.646666667
65,23,NA,-1.263333333
65,24,-1.09,-0.543333333000001
65,25,-0.890000000000001,-0.00666666700000018
65,40,-2.35,-2.09
65,41,-3.166666667,-1.873333333
65,42,-2.49,-2.66
65,43,NA,-2.006666667
65,44,-2.333333333,-2.35
65,45,-1.696666667,-3.166666667
65,46,-1.02,-2.49
65,47,-1.006666667,NA
65,48,0.436666667,-2.333333333
65,49,1.076666667,-1.696666667
65,50,2.07,-1.02
65,51,2.436666667,-1.006666667
65,52,1.876666667,0.436666667
65,53,1.466666667,1.076666667
65,54,0.21,2.07
65,55,-0.62,2.436666667
65,56,-1.38,1.876666667
65,57,-0.403333333,1.466666667
65,58,0.226666667,0.21
65,59,NA,-0.62
65,60,0.096666667,-1.38
65,61,-0.353333333,-0.403333333
65,62,0.14,0.226666667
65,63,0.103333333,NA
65,64,-0.473333333,0.096666667
65,65,-0.0766666670000005,-0.353333333
65,66,-0.646666667000001,0.14
65,67,0.106666667,0.103333333
65,68,-0.546666667,-0.473333333
65,69,-0.0499999999999998,-0.0766666670000005
65,70,1.143333333,-0.646666667000001
65,71,1.22,0.106666667
65,72,1.613333333,-0.546666667
65,73,1.116666667,-0.0499999999999998
65,74,1.116666667,1.143333333
65,75,-0.883333333,1.22
65,76,-2.34,1.613333333
65,77,-2.73,1.116666667
65,78,-3.593333333,1.116666667
65,79,-2.98,-0.883333333
65,80,-2.186666667,-2.34
65,81,-1.756666667,-2.73
65,82,-1.466666667,-3.593333333
65,83,-0.993333333,-2.98
65,84,-1.16,-2.186666667
65,90,0.806666667,-1.083333333
65,96,1.103333333,1.063333333
65,97,1.106666667,-0.49
65,98,0.903333333,-0.273333333
65,99,0.583333333,0.793333333
65,100,0.0366666669999995,1.103333333
65,101,-0.696666667,1.106666667
65,102,-1.51,0.903333333
66,8,1.796666667,NA
66,9,1.32,-1.06
66,10,-0.696666667000001,1
66,11,-0.916666666999999,1.17
66,12,-1.64,1.796666667
66,13,-2.193333333,1.32
66,14,-2.633333333,-0.696666667000001
66,15,-1.203333333,-0.916666666999999
66,16,-1.76,-1.64
66,17,-1.976666667,-2.193333333
66,26,1.326666667,-0.336666667
66,27,2.44,-0.376666666999999
66,28,1.91,-0.0899999999999999
66,29,1.043333333,0.21
67,10,0.203333333,1.8
68,5,-1.16,-6.183333333
68,6,-0.199999999999999,-5.693333333
68,15,-2.503333333,NA
68,16,-2.26,-3.14
68,17,-2.976666667,-4.793333333
68,18,-2.296666667,-2.633333333
68,19,-1.863333333,-2.503333333
68,20,-0.743333333000001,-2.26
68,21,0.243333333,-2.976666667
68,22,0.363333333,-2.296666667
69,5,-1.86,-5.683333333
69,6,-0.199999999999999,NA
69,7,NA,NA
69,21,0.193333333,-1.476666667
70,5,-3.36,-3.683333333
70,6,-0.699999999999999,-6.093333333
70,7,0.67,-7.093333333
70,8,0.796666667,-7.003333333
70,9,0.32,-3.36
70,10,-2.196666667,-0.699999999999999
70,11,-3.616666667,0.67
70,12,-4.04,0.796666667
70,13,-4.093333333,0.32
70,14,-2.733333333,-2.196666667
70,15,-3.903333333,-3.616666667
70,16,-3.16,-4.04
70,17,-2.276666667,-4.093333333
70,18,-1.746666667,-2.733333333
70,19,-1.763333333,-3.903333333
70,20,0.356666667,-3.16
70,21,1.443333333,-2.276666667
70,22,1.463333333,-1.746666667
70,23,0.223333333,-1.763333333
70,24,0.71,0.356666667
70,25,1.41,1.443333333
70,26,2.426666667,1.463333333
70,27,1.54,0.223333333
70,28,0.81,0.71
70,29,0.643333333,1.41
70,30,0.653333333,2.426666667
70,31,0.46,1.54
70,32,1.146666667,0.81
70,33,0.976666667,0.643333333
70,34,0.49,0.653333333
72,5,NA,-1.983333333
72,6,1.3,NA
72,26,NA,1.363333333
72,27,3.04,NA
75,5,-0.859999999999999,-2.183333333
75,6,-0.199999999999999,-4.093333333
79,5,-2.16,-3.483333333
79,6,1.2,-3.293333333
79,7,0.77,-6.293333333
79,8,1.996666667,-3.803333333
79,9,0.82,-2.16
79,10,-0.696666667000001,1.2
79,18,-1.446666667,-5.033333333
79,24,-0.0899999999999999,-0.943333333
79,25,0.609999999999999,-0.756666667
79,26,-0.0733333329999999,-0.336666667
82,11,-0.966666667,1.37
82,12,-3.54,2.546666667
82,13,-4.493333333,2.12
82,14,-4.583333333,0.503333332999999
82,15,-2.603333333,-0.966666667
82,16,-1.76,-3.54
82,17,-2.976666667,-4.493333333
82,18,-2.346666667,-4.583333333
82,19,-1.163333333,-2.603333333
82,20,-0.843333333,-1.76
82,21,1.043333333,-2.976666667
82,22,0.463333333,-2.346666667
82,23,-0.276666667,-1.163333333
82,24,-0.29,-0.843333333
82,25,0.31,1.043333333
82,26,2.026666667,0.463333333
82,27,2.64,-0.276666667
84,18,-3.046666667,-2.833333333
84,19,-2.463333333,-2.603333333
84,20,-0.643333333,-2.36
84,21,1.443333333,NA
84,22,1.063333333,-3.046666667
84,32,-1.753333333,-1.59
84,33,-1.523333333,-1.656666667
84,34,-1.26,-1.546666667
84,35,-1.776666667,-3.74
84,36,NA,-1.753333333
84,37,-1.123333333,-1.523333333
84,38,-1.96,-1.26
84,39,NA,-1.776666667
84,40,-2.52,NA
84,41,-3.816666667,-1.123333333
84,42,-1.93,-1.96
84,43,-0.34,NA
84,44,0.0666666670000002,-2.52
84,45,0.503333333,-3.816666667
84,46,0.46,-1.93
84,52,-0.403333333,NA
84,53,-1.133333333,NA
84,54,-2.44,1.88
84,55,NA,1.236666667
84,56,-1.98,-0.403333333
84,57,-1.803333333,-1.133333333
84,58,-1.423333333,-2.44
84,59,NA,NA
84,60,-0.753333333,-1.98
84,61,NA,-1.803333333
84,62,-0.71,-1.423333333
84,63,NA,NA
84,64,-1.623333333,-0.753333333
84,65,-1.276666667,NA
84,66,-1.046666667,-0.71
84,67,-0.993333333000001,NA
84,68,NA,-1.623333333
84,74,1.316666667,2.043333333
84,75,NA,NA
84,76,NA,1.213333333
84,77,-2.33,1.116666667
84,78,-3.793333333,1.316666667
84,79,NA,NA
84,80,-1.586666667,NA
84,81,-1.756666667,-2.33
84,82,-0.166666667,-3.793333333
84,83,NA,NA
84,84,NA,-1.586666667
84,85,-0.77,-1.756666667
84,86,-0.283333333,-0.166666667
84,104,-3.573333333,-0.763333333
84,105,-3.006666667,-1.696666667
84,106,-3.203333333,-1.91
94,9,1.22,NA
94,10,0.00333333299999872,0.200000000000001
94,25,1.19,0.203333333
94,26,2.556666667,0.463333333
94,43,-1.84,-2.006666667
94,44,-1.633333333,-2.72
94,45,-0.896666667,-3.216666667
94,46,-0.64,-2.13
94,47,-0.956666667,-1.84
94,48,0.286666667,-1.633333333
94,49,NA,-0.896666667
94,50,1.98,-0.64
94,51,2.136666667,-0.956666667
94,52,0.696666667,0.286666667
94,53,0.166666666999999,NA
94,54,0.0599999999999996,1.98
94,60,-0.553333332999999,-0.180000000000001
94,61,-0.953333333,0.796666667
99,11,0.133333332999999,2.34
99,18,-2.446666667,-1.333333333
99,19,-1.663333333,-1.603333333
99,20,-1.343333333,-1.36
99,31,-0.140000000000001,2.44
99,32,0.0466666670000002,2.11
99,33,-0.823333333000001,1.443333333
99,43,-1.24,-2.506666667
99,44,-1.333333333,-2.52
99,50,1.68,-0.34
99,51,2.036666667,-0.056666667
99,87,-1.583333333,-1.793333333
99,88,-1.223333333,-1.86
100,23,-0.526666667,-1.763333333
100,24,-0.04,-0.143333333
100,25,0.76,-0.456666667
100,26,2.226666667,0.293333333
100,27,2.04,-0.526666667
100,28,1.16,-0.04
100,29,-0.056666667,0.76
100,30,-0.596666667,2.226666667
100,31,-1.24,2.04
404,41,-2.646666667,-1.073333333
404,42,-1.85,-2.02
404,43,-1.82,-2.196666667
404,44,-1.463333333,-2.63
404,45,-1.006666667,-2.646666667
404,46,-0.73,-1.85
404,47,-0.616666667,-1.82
404,48,0.416666667,-1.463333333
404,49,0.846666667,-1.006666667
404,50,1.52,-0.73
404,56,-0.99,0.746666667
404,57,-0.393333333,-0.553333333
404,58,-0.193333333,-1.46
404,59,-0.28,-2.19
404,60,-0.513333332999999,-0.99
404,61,-0.573333333,-0.393333333
404,62,-0.38,-0.193333333
404,63,-0.376666666999999,-0.28
404,64,-0.493333333,-0.513333332999999
404,65,-0.206666667,-0.573333333
404,66,-0.956666667,-0.38
404,67,-0.823333333000001,-0.376666666999999
405,41,-2.416666667,0.476666667
405,42,-1.73,-1.29
405,43,-1.94,-1.606666667
405,52,1.196666667,NA
405,53,0.566666667,0.876666667
407,41,-3.316666667,-0.823333333
407,42,-2.43,-2.26
407,43,-1.89,-1.906666667
407,44,-1.633333333,-2.62
407,45,-1.196666667,-3.316666667
407,46,-0.94,-2.43
407,47,-0.956666667,-1.89
407,48,-0.143333333,-1.633333333
407,49,0.976666667,-1.196666667
407,50,1.62,-0.94
407,51,1.836666667,-0.956666667
407,52,1.196666667,-0.143333333
407,53,-0.533333333000001,0.976666667
407,54,-0.640000000000001,1.62
407,55,-0.970000000000001,1.836666667
407,56,-0.78,1.196666667
407,57,0.496666667,-0.533333333000001
407,58,-0.223333333,-0.640000000000001
407,59,0.48,-0.970000000000001
407,60,0.0366666670000004,-0.78
407,61,-0.353333333,0.496666667
407,62,-0.41,-0.223333333
407,63,-0.646666667,0.48
407,71,0.619999999999999,-1.393333333
407,72,1.113333333,-1.446666667
407,73,0.916666667,-0.85
407,74,1.116666667,1.043333333
407,75,-0.983333333,0.619999999999999
407,76,-2.34,1.113333333
407,77,-2.63,0.916666667
407,78,-3.893333333,1.116666667
407,84,-2.46,-2.986666667
407,85,-1.77,-2.456666667
407,86,-1.083333333,-2.466666667
407,87,-1.383333333,-3.343333333
407,88,-1.223333333,-2.46
407,89,-0.313333333,-1.77
407,110,-1.985333333,-3.910333333
407,122,-0.626333333,-1.174666667
409,55,-1.02,0.986666667
409,56,-0.98,0.746666667
409,57,-0.00333333299999961,0.016666667
409,58,-0.0233333330000001,-1.04
409,59,-0.04,-1.02
411,46,-0.24,-2.23
411,47,-0.156666667,-0.99
411,48,1.116666667,-1.233333333
411,49,0.876666667,-0.786666667
411,50,1.61,-0.24
411,51,2.066666667,-0.156666667
411,52,1.046666667,1.116666667
