"ID","Date_Number","Q3Ahead_Error","lag2_Q3Ahead_Error"
9,7,0.300000000000001,-1.893333333
9,8,0.970000000000001,-0.603333333
9,9,1.296666667,1.14
9,10,NA,0.300000000000001
9,11,0.00333333299999872,0.970000000000001
9,12,-1.016666667,1.296666667
9,17,-2.46,-1.893333333
9,18,-1.676666667,-1.433333333
9,19,-1.646666667,-0.603333333
9,24,0.123333333000001,0.056666667
9,25,0.41,0.443333333
12,9,1.296666667,NA
12,10,1.62,0.300000000000001
12,11,-0.196666667000001,1.07
12,12,-1.916666667,1.296666667
12,23,-0.236666667,-1.313333333
12,24,-0.676666667,0.556666667
12,34,-0.423333333,-1.346666667
13,11,0.103333333,1.17
13,12,-1.036666667,1.596666667
13,13,-2.29,2.02
13,19,-2.346666667,-1.603333333
13,20,-1.963333333,-1.86
15,18,-1.776666667,-3.083333333
15,23,1.013333333,-0.363333333
15,24,-0.376666666999999,0.306666667
15,25,-0.39,1.293333333
15,26,1.51,1.013333333
15,27,1.626666667,-0.376666666999999
15,28,1.04,-0.39
16,4,-1.893333333,0.42
16,5,-1.603333333,-4.683333333
16,10,1.12,0.800000000000001
19,4,-4.093333333,-0.58
19,5,-0.803333332999999,-4.183333333
19,6,2.64,-4.593333333
19,7,1,-4.093333333
19,8,1.17,-0.803333332999999
19,9,0.796666667,2.64
19,10,1.32,1
19,11,-0.196666667000001,1.17
19,12,-2.316666667,0.796666667
19,13,-3.84,1.32
19,14,-2.693333333,-0.196666667000001
19,15,-1.233333333,-2.316666667
20,17,-2.06,-1.993333333
20,18,-1.576666667,-1.833333333
20,19,-1.946666667,-2.003333333
20,20,-1.463333333,-2.06
20,21,-0.543333333000001,-1.576666667
20,29,2.41,0.51
20,48,0.273333333,0.566666667
20,49,1.006666667,-0.096666667
20,50,1.496666667,-0.64
20,51,1.98,0.273333333
20,52,2.456666667,1.006666667
20,57,-0.58,0.566666667
20,58,-0.523333333,-0.73
20,59,-0.273333333,-1.17
20,75,0.836666667,1.03
20,76,-1.183333333,1.313333333
20,77,-2.11,1.416666667
20,78,-2.86,0.836666667
20,79,-4.103333333,-1.183333333
20,80,-2.88,-2.11
20,81,-1.966666667,-2.86
20,82,-1.456666667,-4.103333333
20,83,-0.656666667,-2.88
20,84,-0.593333333,-1.966666667
20,85,-0.66,-1.456666667
20,86,-0.67,-0.656666667
20,87,-0.413333333,-0.593333333
20,88,-0.283333333,-0.66
20,89,-0.0633333329999999,-0.67
20,90,0.486666667,-0.413333333
20,91,1.046666667,-0.283333333
20,92,1.586666667,-0.0633333329999999
20,93,1.563333333,0.486666667
20,94,1.8,1.046666667
20,95,1.776666667,1.586666667
20,101,0.0466666669999993,0.976666666999999
20,102,-0.616666667,0.993333333
20,103,-1.57,0.0133333330000003
20,104,-2.906666667,0.0466666669999993
20,105,-3.173333333,-0.616666667
20,106,-2.806666667,-1.57
23,17,-2.7,-3.193333333
23,18,-2.576666667,-3.533333333
30,4,-4.293333333,-1.58
30,5,-4.203333333,-4.183333333
30,6,0.940000000000001,-5.093333333
30,7,0.5,-4.293333333
30,8,0.57,-4.203333333
30,9,-0.603333333,0.940000000000001
30,10,0.540000000000001,0.5
30,11,-1.196666667,0.57
30,12,-2.216666667,-0.603333333
30,13,-2.94,0.540000000000001
30,14,-2.893333333,-1.196666667
30,15,-2.833333333,-2.216666667
30,16,-2.853333333,-2.94
30,17,-1.81,-2.893333333
30,18,-1.906666667,-2.833333333
30,19,-1.846666667,-2.853333333
30,20,-1.663333333,-1.81
30,21,-1.043333333,-1.906666667
30,22,0.0333333329999999,-1.846666667
30,23,-0.336666667,-1.663333333
30,24,-0.426666667,-1.043333333
30,25,0.39,0.0333333329999999
30,26,0.41,-0.336666667
30,27,1.126666667,-0.426666667
30,28,1.89,0.39
30,29,1.15,0.41
30,30,0.243333333000001,1.126666667
30,31,-1.346666667,1.89
30,32,-0.94,1.15
30,33,-0.753333333,0.243333333000001
30,34,-0.673333333,-1.346666667
30,35,-0.899999999999999,-0.94
30,36,-2.226666667,-0.753333333
30,43,-1.71,-3.206666667
30,44,-1.44,-2.24
30,45,-1.083333333,-2.216666667
30,46,-0.216666667,-1.71
30,47,-0.94,-1.44
30,48,-0.606666667,-1.083333333
31,4,-1.143333333,1.92
35,4,-4.093333333,-0.0800000000000001
35,5,NA,-5.183333333
35,6,0.640000000000001,-5.693333333
35,7,0.800000000000001,-4.093333333
35,8,1.67,NA
35,9,2.496666667,0.640000000000001
35,10,3.02,0.800000000000001
35,11,NA,1.67
35,12,NA,2.496666667
35,17,-2.76,NA
35,18,-2.676666667,NA
35,19,-2.546666667,-1.603333333
35,20,-0.653333333,-2.76
35,21,-0.323333333000001,-2.676666667
35,22,0.673333333,-2.546666667
35,23,0.163333333,-0.653333333
35,24,-0.376666666999999,-0.323333333000001
35,25,0.00999999999999979,0.673333333
35,26,0.609999999999999,0.163333333
35,27,1.126666667,-0.376666666999999
35,28,1.94,0.00999999999999979
35,29,1.11,0.609999999999999
35,30,0.143333333,1.126666667
35,31,-1.246666667,1.94
35,32,-0.640000000000001,1.11
35,33,0.246666667,0.143333333
35,34,0.0766666669999996,-1.246666667
35,35,-0.74,-0.640000000000001
35,36,-1.996666667,0.246666667
35,37,-1.96,0.0766666669999996
35,38,-1.703333333,-0.74
35,39,-1.86,-1.996666667
35,40,-2.606666667,-1.96
35,41,-3.02,-1.703333333
35,42,-2.616666667,-1.86
35,43,-1.03,-2.606666667
35,44,-1.54,-3.02
40,4,-4.693333333,-0.779999999999999
40,9,0.686666667000001,1.18
40,10,2.36,1.38
40,11,-0.0266666670000006,1.77
40,12,-1.506666667,0.686666667000001
40,13,-3.44,2.36
40,14,-2.093333333,-0.0266666670000006
40,15,-0.633333332999999,-1.506666667
40,16,-0.353333333,-3.44
40,17,-0.99,-2.093333333
40,18,-1.536666667,-0.633333332999999
40,19,-1.646666667,-0.353333333
40,20,0.346666667,-0.99
40,21,0.056666667,-1.536666667
40,22,0.973333332999999,-1.646666667
40,23,-0.096666667,0.346666667
40,24,-0.0266666669999998,0.056666667
40,54,0.00666666699999929,1.47
40,55,-0.83,1.116666667
40,56,-1.16,0.856666667
40,57,-0.56,0.00666666699999929
40,58,-0.0233333330000001,-0.83
40,59,0.256666667,-1.16
40,60,-0.0100000000000007,-0.56
40,61,-0.0433333329999996,-0.0233333330000001
40,73,0.703333333,0.45
40,74,0.966666667,0.773333333
40,75,0.256666667,0.649999999999999
40,80,-1.99,-2.44
40,81,-1.456666667,-2.93
40,82,-0.256666667,-3.283333333
40,83,-0.676666667,-1.99
40,84,-1.423333333,-1.456666667
40,85,-0.86,-0.256666667
40,86,-0.86,-0.676666667
40,87,-0.663333333,-1.423333333
40,88,-0.443333333,-0.86
40,89,-0.293333333,-0.86
40,90,0.036666667,-0.663333333
40,91,0.506666667,-0.443333333
43,8,0.869999999999999,0.396666667
43,9,1.496666667,1.64
43,10,2.32,0.800000000000001
43,11,0.553333332999999,0.869999999999999
43,12,-2.816666667,1.496666667
43,13,-4.04,2.32
43,14,-2.893333333,0.553333332999999
43,15,-1.833333333,-2.816666667
43,16,NA,-4.04
43,17,-0.36,-2.893333333
43,18,-0.986666667,-1.833333333
43,19,-1.146666667,NA
43,24,-0.776666667,-0.393333333
43,25,-0.19,0.0433333329999996
43,26,0.31,-0.636666667
47,5,-2.403333333,-2.683333333
47,6,0.34,-4.593333333
47,7,0.100000000000001,-4.093333333
47,8,0.550000000000001,-2.403333333
47,9,0.146666667,0.34
47,10,0.720000000000001,0.100000000000001
47,11,-0.496666667000001,0.550000000000001
51,7,1.3,-4.293333333
51,22,0.943333333,-1.846666667
51,23,0.163333333,-0.763333332999999
51,24,-0.226666667,-0.0433333330000005
51,25,0.21,0.943333333
51,26,1.11,0.163333333
60,6,1.74,-2.493333333
60,7,2.1,-3.593333333
60,8,2.17,-2.103333333
60,9,1.996666667,1.74
60,10,2.22,2.1
60,11,0.503333332999999,2.17
60,12,-2.016666667,1.996666667
60,13,-2.74,2.22
60,14,-2.093333333,0.503333332999999
60,19,-1.646666667,-0.403333333
60,20,-0.263333332999999,-0.86
60,21,0.656666667,-1.476666667
60,22,1.043333333,-1.646666667
60,23,0.863333333,-0.263333332999999
60,24,-0.276666667,0.656666667
60,25,0.21,1.043333333
60,26,1.51,0.863333333
60,27,2.226666667,-0.276666667
60,28,2.54,0.21
60,29,1.41,1.51
60,30,1.043333333,2.226666667
60,31,-0.146666667,2.54
60,32,-0.04,1.41
60,33,0.246666667,1.043333333
60,34,0.476666667,-0.146666667
60,35,-0.00999999999999979,-0.04
60,36,-0.976666667,0.246666667
60,37,-1.44,0.476666667
60,38,-1.623333333,-0.00999999999999979
60,39,-1.76,-0.976666667
60,40,-1.806666667,-1.44
60,41,-2.32,-1.623333333
60,42,-1.916666667,-1.76
60,43,-1.13,-1.806666667
60,44,-1.44,-2.32
60,45,-0.533333333,-1.916666667
60,46,-0.496666667,-1.13
60,47,-0.74,-1.44
60,48,-0.756666667,-0.533333333
60,49,-0.0133333329999998,-0.496666667
62,4,-0.893333332999999,1.42
62,5,-0.103333333,-0.683333333
62,6,2.14,NA
62,7,1.5,-0.893333332999999
62,8,2.17,-0.103333333
62,9,1.096666667,2.14
62,10,3.32,1.5
62,11,2.303333333,2.17
62,12,NA,1.096666667
62,13,-1.54,3.32
62,14,-1.093333333,2.303333333
62,15,0.166666667,NA
62,16,-0.103333333,-1.54
62,17,0.14,-1.093333333
62,18,-0.476666667,0.166666667
62,19,-0.846666667,-0.103333333
62,20,0.0366666670000004,0.14
62,25,-0.0899999999999999,0.443333333
62,26,2.01,0.263333333
62,27,2.226666667,-0.476666667
62,28,NA,-0.0899999999999999
62,29,1.21,2.01
62,30,0.743333333000001,2.226666667
62,31,-0.946666667,NA
62,32,-0.24,1.21
62,33,0.946666667000001,0.743333333000001
62,34,0.976666667,-0.946666667
62,35,0.24,-0.24
62,36,-0.976666667,0.946666667000001
62,37,-1.19,0.976666667
62,38,-1.123333333,0.24
62,39,-1.46,-0.976666667
62,40,-2.206666667,-1.19
62,41,-2.52,-1.123333333
62,42,-1.816666667,-1.46
62,43,-0.53,-2.206666667
62,44,-1.54,-2.52
62,45,-0.783333333,-1.816666667
62,46,-0.296666667,-0.53
65,18,-1.676666667,-1.233333333
65,19,-1.846666667,-1.653333333
65,20,-0.663333333,-1.56
65,21,-0.143333333,-1.676666667
65,22,0.793333333,-1.846666667
65,23,0.363333333,-0.663333333
65,24,-1.026666667,-0.143333333
65,25,-1.09,0.793333333
65,39,-0.96,-1.426666667
65,40,-2.036666667,-1.69
65,41,-2.52,-1.653333333
65,42,-2.266666667,-0.96
65,43,-1.61,-2.036666667
65,44,-1.69,-2.52
65,45,-1.633333333,-2.266666667
65,46,-0.866666667,-1.61
65,47,-1.02,-1.69
65,48,-0.206666667,-1.633333333
65,49,0.686666667,-0.866666667
65,50,1.306666667,-1.02
65,51,2.03,-0.206666667
65,52,2.136666667,0.686666667
65,53,1.646666667,1.306666667
65,54,0.266666667,2.03
65,55,-0.82,2.136666667
65,56,-1.47,1.646666667
65,57,-0.48,0.266666667
65,58,0.346666667,-0.82
65,59,0.226666667,-1.47
65,60,0.0599999999999996,-0.48
65,61,-0.303333332999999,0.346666667
65,62,0.0466666670000002,0.226666667
65,63,0.04,0.0599999999999996
65,64,-0.446666667,-0.303333332999999
65,65,-0.0233333330000001,0.0466666670000002
65,66,-0.126666667,0.04
65,67,-0.146666667000001,-0.446666667
65,68,-0.493333333000001,-0.0233333330000001
65,69,-0.346666667,-0.126666667
65,70,0.850000000000001,-0.146666667000001
65,71,0.843333332999999,-0.493333333000001
65,72,1.52,-0.346666667
65,73,0.813333332999999,0.850000000000001
65,74,1.016666667,0.843333332999999
65,75,-0.0833333329999997,1.52
65,76,-1.383333333,0.813333332999999
65,77,-2.34,1.016666667
65,78,-2.43,-0.0833333329999997
65,79,-2.793333333,-1.383333333
65,80,-1.98,-2.34
65,81,-1.586666667,-2.43
65,82,-0.556666667,-2.793333333
65,83,-0.566666667,-1.98
65,84,-0.843333333,-1.586666667
65,89,-0.0233333330000001,-0.87
65,90,0.386666667,-0.183333333
65,95,0.426666667,1.036666667
65,96,0.993333333,-0.236666667
65,97,0.803333333,-0.14
65,98,0.606666667,0.426666667
65,99,0.303333333,0.993333333
65,100,0.183333333,0.803333333
65,101,-0.363333333,0.606666667
65,102,-0.696666667,0.303333333
66,7,0.5,NA
66,8,0.67,-1.103333333
66,9,0.796666667,1.84
66,10,1.42,0.5
66,11,-0.296666667,0.67
66,12,-1.516666667,0.796666667
66,13,-2.24,1.42
66,14,-1.893333333,-0.296666667
66,15,-1.633333333,-1.516666667
66,16,-0.503333333,-2.24
66,17,-1.36,-1.893333333
66,25,-0.0899999999999999,0.143333332999999
66,26,0.81,-0.436666667
66,27,1.826666667,-0.576666667
66,28,1.74,-0.0899999999999999
66,29,1.31,0.81
67,9,1.496666667,1.64
67,10,1.72,1.8
68,4,-4.093333333,-2.58
68,5,-1.403333333,-3.183333333
68,6,0.34,-5.593333333
68,14,-2.593333333,-0.896666667
68,15,-2.333333333,-2.216666667
68,16,-1.103333333,-3.54
68,17,-2.16,-2.593333333
68,18,-1.926666667,-2.333333333
68,19,-2.146666667,-1.103333333
68,20,-0.763333332999999,-2.16
68,21,0.00666666699999929,-1.926666667
68,22,0.743333333,-2.146666667
69,4,-3.893333333,-2.58
69,5,-2.303333333,NA
69,6,0.640000000000001,-4.593333333
69,7,0.300000000000001,-3.893333333
69,20,-0.963333333,-0.66
69,21,0.00666666699999929,-0.976666667
70,4,-6.693333333,-2.08
70,5,-2.803333333,-4.683333333
70,6,-0.359999999999999,-6.793333333
70,7,-0.699999999999999,-6.693333333
70,8,0.470000000000001,-2.803333333
70,9,0.596666667000001,-0.359999999999999
70,10,0.32,-0.699999999999999
70,11,-2.196666667,0.470000000000001
70,12,-2.616666667,0.596666667000001
70,13,-3.24,0.32
70,14,-1.793333333,-2.196666667
70,15,-2.533333333,-2.616666667
70,16,-1.903333333,-3.24
70,17,-1.76,-1.793333333
70,18,-1.876666667,-2.533333333
70,19,-2.146666667,-1.903333333
70,20,0.136666667,-1.76
70,21,0.856666667,-1.876666667
70,22,1.443333333,-2.146666667
70,23,0.163333333,0.136666667
70,24,0.223333333,0.856666667
70,25,0.51,1.443333333
70,26,1.61,0.163333333
70,27,1.026666667,0.223333333
70,28,0.94,0.51
70,29,0.81,1.61
70,30,0.643333333,1.026666667
70,31,-0.146666667,0.94
70,32,0.56,0.81
70,33,0.946666667000001,0.643333333
70,34,0.776666667,-0.146666667
72,4,-3.593333333,0.42
72,5,NA,NA
72,6,2.14,-3.843333333
72,25,1.21,1.343333333
72,26,2.01,0.863333333
72,27,2.426666667,0.223333333
75,4,-2.393333333,0.42
75,5,-1.603333333,-2.683333333
75,6,0.140000000000001,-3.093333333
79,4,-4.493333333,-0.98
79,5,-2.603333333,-1.183333333
79,6,1.44,-6.093333333
79,7,0.300000000000001,-4.493333333
79,8,1.27,-2.603333333
79,9,0.596666667000001,1.44
79,10,1.12,0.300000000000001
79,17,-0.260000000000001,-4.393333333
79,18,-0.976666667,-1.633333333
79,23,-0.136666667,-0.763333332999999
79,24,-0.376666666999999,-1.043333333
79,25,0.91,0.143333332999999
79,26,-0.49,-0.136666667
80,10,2.42,1.1
82,10,2.32,1.2
82,11,-0.0466666670000002,2.07
82,12,-2.516666667,1.746666667
82,13,-3.54,2.32
82,14,-3.893333333,-0.0466666670000002
82,15,-1.683333333,-2.516666667
82,16,-0.803333333,-3.54
82,17,-2.16,-3.893333333
82,18,-2.076666667,-1.683333333
82,19,-1.946666667,-0.803333333
82,20,-0.663333333,-2.16
82,21,0.756666666999999,-2.076666667
82,22,0.943333333,-1.946666667
82,23,0.263333333,-0.663333333
82,24,-0.576666667,0.756666666999999
82,25,-0.29,0.943333333
82,26,1.51,0.263333333
82,27,2.126666667,-0.576666667
84,7,0.800000000000001,-4.893333333
84,12,-3.816666667,-0.703333333
84,17,-2.06,-2.893333333
84,18,-2.476666667,-2.333333333
84,19,-2.146666667,-2.603333333
84,20,-0.463333333,-2.06
84,21,1.156666667,-2.476666667
84,22,1.443333333,-2.146666667
84,31,-2.846666667,-0.460000000000001
84,32,-1.24,-0.59
84,33,-0.753333333,-0.856666666999999
84,34,-0.273333333,-2.846666667
84,35,-1.01,-1.24
84,36,NA,-0.753333333
84,37,-0.94,-0.273333333
84,38,-1.123333333,-1.01
84,39,-1.66,NA
84,40,-2.106666667,-0.94
84,41,-3.02,-1.123333333
84,42,-1.666666667,-1.66
84,43,-0.23,-2.106666667
84,44,-0.04,-3.02
84,45,0.466666667,-1.666666667
84,46,0.403333333,-0.23
84,51,1.18,NA
84,52,0.236666667,0.786666667
84,53,-0.403333333,1.376666667
84,54,-1.733333333,1.18
84,55,-2.24,0.236666667
84,56,-1.57,-0.403333333
84,57,-1.38,-1.733333333
84,58,-0.803333333,-2.24
84,59,-0.0233333330000001,-1.57
84,60,-0.44,-1.38
84,61,-1.053333333,-0.803333333
84,62,-0.453333333,-0.0233333330000001
84,63,-0.21,-0.44
84,64,-1.046666667,-1.053333333
84,65,-0.823333333,-0.453333333
84,66,-0.476666667,-0.21
84,67,-1.146666667,-1.046666667
84,68,NA,-0.823333333
84,73,0.613333333,1.35
84,74,1.116666667,1.043333333
84,75,0.116666667,1.02
84,76,-1.983333333,0.613333333
84,77,-1.84,1.116666667
84,78,-2.33,0.116666667
84,79,-2.093333333,-1.983333333
84,80,-1.58,-1.84
84,81,-1.686666667,-2.33
84,82,0.143333333,-2.093333333
84,83,-0.466666667,-1.58
84,84,NA,-1.686666667
84,85,-0.66,0.143333333
84,86,-0.27,-0.466666667
84,103,-1.86,-0.516666667
84,104,-3.156666667,-1.163333333
84,105,-2.873333333,-0.996666667
84,106,-2.006666667,-1.86
87,8,2.07,NA
94,8,1.77,NA
94,9,1.096666667,0.640000000000001
94,10,1.82,1.25
94,24,-0.376666666999999,-0.123333333000001
94,25,-0.14,0.843333332999999
94,26,1.89,0.333333333
94,42,-1.516666667,-1.06
94,43,-1.33,-2.106666667
94,44,-1.14,-2.42
94,45,-0.533333333,-1.516666667
94,46,-0.296666667,-1.33
94,47,-0.64,-1.14
94,48,-0.256666667,-0.533333333
94,49,NA,-0.296666667
94,50,1.376666667,-0.64
94,51,1.68,-0.256666667
94,52,1.136666667,NA
94,53,0.196666667,1.376666667
94,54,-0.133333333,1.68
94,59,0.576666667,-0.27
94,60,-0.340000000000001,0.52
94,61,-0.853333333,0.596666667
94,66,-0.576666667,-0.31
99,10,2.22,1.72
99,11,0.483333332999999,0.93
99,17,-1.96,-1.193333333
99,18,-2.176666667,-1.033333333
99,19,-1.646666667,-0.503333333
99,20,-1.263333333,-1.96
99,30,-0.256666666999999,1.776666667
99,31,-0.546666666999999,2.04
99,32,-0.140000000000001,1.81
99,33,-0.0533333329999994,-0.256666666999999
99,42,-2.416666667,-1.86
99,43,-1.13,-2.106666667
99,44,-1.34,-2.22
99,49,0.586666667,-0.296666667
99,50,0.976666667,-0.14
99,51,1.48,0.0433333329999996
99,86,-1.07,-1.366666667
99,87,-1.183333333,-1.243333333
99,88,-0.983333333,-1.01
100,22,0.543333333,-1.846666667
100,23,-0.236666667,-0.263333332999999
100,24,-0.526666667,-0.343333333
100,25,0.21,0.543333333
100,26,1.01,-0.236666667
100,27,1.476666667,-0.526666667
100,28,1.54,0.21
100,29,0.61,1.01
100,30,-0.406666667,1.476666667
100,31,-1.596666667,1.54
404,40,-2.176666667,-1.15
404,41,-1.72,-1.073333333
404,42,-1.526666667,-1.48
404,43,-1.42,-2.176666667
404,44,-1.21,-1.72
404,45,-0.723333333,-1.526666667
404,46,-0.516666667,-1.42
404,47,-0.43,-1.21
404,48,-0.00666666700000018,-0.723333333
404,49,0.486666667,-0.516666667
404,50,1.026666667,-0.43
404,55,-1.82,1.066666667
404,56,-1.14,0.176666667
404,57,-0.45,-0.963333333
404,58,-0.0533333330000003,-1.82
404,59,-0.253333333,-1.14
404,60,-0.36,-0.45
404,61,-0.683333333,-0.0533333330000003
404,62,-0.483333333,-0.253333333
404,63,-0.28,-0.36
404,64,-0.446666667,-0.683333333
404,65,-0.103333333,-0.483333333
404,66,-0.426666667,-0.28
404,67,-0.936666667000001,-0.446666667
405,40,-1.506666667,0.0599999999999996
405,41,-1.62,-0.553333332999999
405,42,-1.516666667,-0.86
405,43,-1.73,-1.506666667
405,51,1.58,NA
405,52,1.436666667,0.586666667
405,53,0.696666667,0.876666667
405,87,-0.983333333,-1.543333333
407,40,-2.206666667,-0.94
407,41,-2.32,-1.623333333
407,42,-2.316666667,-1.06
407,43,-1.63,-2.206666667
407,44,-1.74,-2.32
407,45,-0.833333333,-2.316666667
407,46,-0.696666667,-1.63
407,47,-0.84,-1.74
407,48,-0.906666667000001,-0.833333333
407,49,0.736666667,-0.696666667
407,50,1.296666667,-0.84
407,51,1.63,-0.906666667000001
407,52,1.536666667,0.736666667
407,53,0.296666667,1.296666667
407,54,-1.033333333,1.63
407,55,-0.74,1.536666667
407,56,-1.07,0.296666667
407,57,0.0199999999999996,-1.033333333
407,58,-0.00333333299999961,-0.74
407,59,0.436666667,-1.07
407,60,-0.12,0.0199999999999996
407,61,-0.353333333,-0.00333333299999961
407,62,-0.753333333,0.436666667
407,63,-0.41,-0.12
407,70,0.850000000000001,-1.046666667
407,71,0.343333332999999,-1.393333333
407,72,0.92,-0.946666667000001
407,73,0.513333332999999,0.850000000000001
407,74,0.916666667,0.343333332999999
407,75,0.216666667,0.92
407,76,-1.183333333,0.513333332999999
407,77,-2.34,0.916666667
407,78,-2.63,0.216666667
407,83,-2.366666667,-2.38
407,84,-2.143333333,-2.386666667
407,85,-1.16,-1.556666667
407,86,-0.87,-2.366666667
407,87,-0.783333333,-2.143333333
407,88,-1.383333333,-1.16
407,89,-0.523333333,-0.87
407,104,-2.856666667,-0.463333333
407,109,-2.442666667,-2.285666667
407,110,-1.456333333,-1.803333333
407,121,-0.151333333,-0.689666667
407,122,-0.371666667,-1.174666667
409,46,-1.096666667,-1.18
409,54,-0.633333333,0.78
409,55,-0.69,1.136666667
409,56,-1.02,0.296666667
409,57,-0.0800000000000001,-0.633333333
409,58,-0.00333333299999961,-0.69
409,59,0.176666667,-1.02
411,45,-0.463333333,-2.096666667
411,46,-0.286666667,-0.73
411,47,-0.34,-1.14
411,48,0.373333333,-0.463333333
411,49,0.506666667,-0.286666667
411,50,0.876666667,-0.34
411,51,1.63,0.373333333
411,52,1.296666667,0.506666667
411,57,-0.15,-0.973333333
411,58,0.0266666669999998,-0.94
411,64,-0.256666666999999,0.0766666670000005
411,65,-0.0533333330000003,0.0466666670000002
411,66,-0.176666667,0.0800000000000001
411,67,-0.806666667,-0.256666666999999
411,68,-0.623333333000001,-0.0533333330000003
411,69,-0.526666667000001,-0.176666667
411,70,0.4,-0.806666667
411,81,-1.536666667,-3.03
411,82,-0.956666667,-2.893333333
411,83,-1.716666667,-1.81
411,97,0.353333333,0.49
411,98,0.346666667,0.426666667
411,99,0.133333333,0.533333333
411,100,0.223333333,0.353333333
411,105,-3.133333333,-0.646666667
411,106,-2.606666667,-1.55
411,107,-2.423333333,-2.886666667
411,108,-1.556666667,-3.133333333
411,109,-2.526666667,-2.606666667
411,110,-0.543333333,-2.423333333
411,111,-0.373333333,-1.556666667
411,112,-0.143333333,-2.526666667
411,113,-0.093333333,-0.543333333
411,114,-0.093333333,-0.373333333
411,115,-0.083333333,-0.143333333
411,116,-0.333333333,-0.093333333
411,117,-0.213333333,-0.093333333
411,118,-0.226666667,-0.083333333
411,119,-0.346666667,-0.333333333
411,120,-0.533333333,-0.213333333
411,128,-0.060233333,-0.22
411,129,0.003333333,-0.083766667
411,136,-0.233333333,-0.2298
411,137,-0.503333333,-0.19
411,138,NA,-0.396666667
411,144,0.26,0.15
411,145,0.24,0.236666667
411,146,0.54,0.206666667
411,147,0.216666667,0.26
411,148,-0.113333333,0.24
411,149,-0.4,0.54
411,150,-0.92,0.216666667
414,41,-1.32,-0.623333333
414,42,-2.016666667,-1.66
414,43,-2.13,-1.406666667
414,44,-0.74,-1.32
414,45,-0.633333333,-2.016666667
414,46,-0.346666667,-2.13
414,47,0.21,-0.74
414,48,0.693333333,-0.633333333
414,49,1.236666667,-0.346666667
414,50,1.576666667,0.21
414,51,1.58,0.693333333
414,52,1.936666667,1.236666667
414,53,1.596666667,1.576666667
414,63,0.0899999999999999,0.46
414,64,-0.516666667,-0.553333332999999
414,65,0.376666667,-0.153333333
414,66,-0.176666667,0.0899999999999999
414,67,-0.846666667,-0.516666667
414,68,-1.103333333,0.376666667
414,69,-1.146666667,-0.176666667
416,41,-3.02,-1.373333333
416,42,-2.016666667,-1.96
416,43,-1.43,-2.906666667
416,44,-1.94,-3.02
416,45,-1.033333333,-2.016666667
416,46,-0.596666667,-1.43
416,47,-0.94,-1.94
416,48,0.0433333329999996,-1.033333333
416,49,0.736666667,-0.596666667
416,50,1.326666667,-0.94
416,51,1.48,0.0433333329999996
416,52,0.986666667,0.736666667
420,52,1.786666667,0.606666667
420,53,1.146666667,0.926666667
420,54,-0.633333333,NA
420,55,-1.24,1.786666667
420,56,-1.02,1.146666667
420,57,-0.73,-0.633333333
420,58,-0.453333333,-1.24
420,59,-0.0233333330000001,-1.02
420,60,-0.19,-0.73
420,65,0.0266666669999998,0.0466666670000002
420,66,-0.176666667,0.0899999999999999
420,67,-0.696666667000001,0.00333333300000049
420,68,-0.793333333000001,0.0266666669999998
420,69,-0.796666667,-0.176666667
420,70,0.15,-0.696666667000001
420,75,0.216666667,1.27
420,76,-1.783333333,0.813333332999999
420,77,-1.94,NA
420,78,-2.38,0.216666667
420,90,-0.263333333,-1.883333333
420,95,0.576666667,0.586666667
420,104,-2.256666667,-0.0633333330000001
420,105,-2.673333333,-0.296666666999999
420,106,-2.006666667,-0.91
420,107,-2.003333333,-2.256666667
420,112,-0.193333333,-1.826666667
420,113,-0.053333333,-0.943333333
420,120,-0.233333333,-0.153333333
420,121,-0.113333333,-0.176666667
420,122,0.00333333299999999,-0.286666667
420,123,-0.013333333,-0.233333333
420,124,-0.013333333,-0.113333333
420,125,0.02,0.00333333299999999
420,130,-0.073333333,-0.006666667
420,131,-0.076666667,-0.053333333
420,132,-0.073333333,-0.066666667
420,133,-0.13,-0.073333333
421,41,-2.32,-1.523333333
421,42,-2.216666667,-1.26
421,43,-1.23,-2.206666667
421,44,-2.04,-2.32
421,45,-0.433333333,-2.216666667
421,46,-0.246666667,-1.23
421,47,-0.54,-2.04
421,48,NA,-0.433333333
421,49,0.386666667,-0.246666667
421,50,0.846666667,-0.54
421,51,1.55,NA
421,52,1.236666667,0.386666667
421,53,0.846666667,0.846666667
421,54,-0.633333333,1.55
421,55,-0.44,1.236666667
421,56,-0.77,0.846666667
421,57,0.52,-0.633333333
421,58,0.796666667,-0.44
421,59,0.976666667,-0.77
421,60,0.0599999999999996,0.52
421,61,0.0466666670000002,0.796666667
421,62,0.0466666670000002,0.976666667
421,63,0.49,0.0599999999999996
421,64,-0.396666667,0.0466666670000002
421,65,-0.623333333,0.0466666670000002
421,66,-0.576666667,0.49
421,71,0.393333332999999,-1.343333333
421,72,0.819999999999999,-1.196666667
421,77,-2.34,0.116666667
421,78,-2.83,0.116666667
421,79,-3.193333333,-1.483333333
421,80,-2.68,-2.34
421,81,-2.786666667,-2.83
421,86,-1.02,-2.466666667
421,87,-1.833333333,-3.293333333
421,88,-0.383333333,-2.06
421,89,-0.573333333,-1.02
421,90,-0.613333333,-1.833333333
421,91,-0.293333333,-0.383333333
421,92,-0.0633333330000001,-0.573333333
421,93,-0.936666667,-0.613333333
421,94,-1.04,-0.293333333
